run,pop,Herbicide,Rate,rep,count,biomass,count_red,bio_red
1,A39,Mesotrione,0.5x,2,0,0,0.99,1
1,A39,Mesotrione,0.5x,3,0,0,0.99,1
1,A39,Mesotrione,0.5x,4,0,0,0.99,1
1,A39,Fomesafen,1x,1,0,0,0.99,1
1,A39,Fomesafen,1x,2,2,0.0604,0.93,0.941964929
1,A39,Fomesafen,1x,3,0,0,0.99,1
1,A39,Fomesafen,1x,4,0,0,0.99,1
1,A39,S-metolachlor,1x,1,0,0,0.99,1
1,A39,S-metolachlor,1x,2,0,0,0.99,1
1,A39,S-metolachlor,1x,3,0,0,0.99,1
1,A39,S-metolachlor,1x,4,0,0,0.99,1
1,A39,Mesotrione,1x,1,0,0,0.99,1
1,A39,Mesotrione,1x,2,0,0,0.99,1
1,A39,Mesotrione,1x,3,0,0,0.99,1
1,A39,Mesotrione,1x,4,0,0,0.99,1
1,A39,Fomesafen,3x,1,0,0,0.99,1
1,A39,Fomesafen,3x,2,0,0,0.99,1
1,A39,Fomesafen,3x,3,0,0,0.99,1
1,A39,Fomesafen,3x,4,0,0,0.99,1
1,A39,S-metolachlor,3x,1,0,0,0.99,1
1,A39,S-metolachlor,3x,2,0,0,0.99,1
1,A39,S-metolachlor,3x,3,0,0,0.99,1
1,A39,S-metolachlor,3x,4,0,0,0.99,1
1,A39,Mesotrione,3x,1,0,0,0.99,1
1,A39,Mesotrione,3x,2,0,0,0.99,1
1,A39,Mesotrione,3x,3,0,0,0.99,1
1,A39,Mesotrione,3x,4,0,0,0.99,1
1,A41,Fomesafen,0.5x,1,0,0,0.99,1
1,A41,Fomesafen,0.5x,2,0,0,0.99,1
1,A41,Fomesafen,0.5x,3,1,0.2212,0.94,0.721612183
1,A41,Fomesafen,0.5x,4,0,0,0.99,1
1,A41,S-metolachlor,0.5x,1,0,0,0.99,1
1,A41,S-metolachlor,0.5x,2,0,0,0.99,1
1,A41,S-metolachlor,0.5x,3,0,0,0.99,1
1,A41,S-metolachlor,0.5x,4,0,0,0.99,1
1,A41,Mesotrione,0.5x,1,0,0,0.99,1
1,A41,Mesotrione,0.5x,2,0,0,0.99,1
1,A41,Mesotrione,0.5x,3,0,0,0.99,1
1,A41,Mesotrione,0.5x,4,0,0,0.99,1
1,A41,Fomesafen,1x,1,0,0,0.99,1
1,A41,Fomesafen,1x,2,0,0,0.99,1
1,A41,Fomesafen,1x,3,0,0,0.99,1
1,A41,Fomesafen,1x,4,0,0,0.99,1
1,A41,S-metolachlor,1x,1,0,0,0.99,1
1,A41,S-metolachlor,1x,2,0,0,0.99,1
1,A41,S-metolachlor,1x,3,0,0,0.99,1
1,A41,S-metolachlor,1x,4,0,0,0.99,1
1,A41,Mesotrione,1x,1,0,0,0.99,1
1,A41,Mesotrione,1x,2,0,0,0.99,1
1,A41,Mesotrione,1x,3,0,0,0.99,1
1,A41,Mesotrione,1x,4,0,0,0.99,1
1,A41,Fomesafen,3x,1,0,0,0.99,1
1,A41,Fomesafen,3x,2,0,0,0.99,1
1,A41,Fomesafen,3x,3,0,0,0.99,1
1,A41,Fomesafen,3x,4,0,0,0.99,1
1,A41,S-metolachlor,3x,1,0,0,0.99,1
1,A41,S-metolachlor,3x,2,0,0,0.99,1
1,A41,S-metolachlor,3x,3,0,0,0.99,1
1,A41,S-metolachlor,3x,4,0,0,0.99,1
1,A41,Mesotrione,3x,1,0,0,0.99,1
1,A41,Mesotrione,3x,2,0,0,0.99,1
1,A41,Mesotrione,3x,3,0,0,0.99,1
1,A41,Mesotrione,3x,4,0,0,0.99,1
1,A44,Fomesafen,0.5x,1,0,0,0.99,1
1,A44,Fomesafen,0.5x,2,0,0,0.99,1
1,A44,Fomesafen,0.5x,3,0,0,0.99,1
1,A44,Fomesafen,0.5x,4,0,0,0.99,1
1,A44,S-metolachlor,0.5x,1,0,0,0.99,1
1,A44,S-metolachlor,0.5x,2,0,0,0.99,1
1,A44,S-metolachlor,0.5x,3,0,0,0.99,1
1,A44,S-metolachlor,0.5x,4,0,0,0.99,1
1,A44,Mesotrione,0.5x,1,0,0,0.99,1
1,A44,Mesotrione,0.5x,2,0,0,0.99,1
1,A44,Mesotrione,0.5x,3,0,0,0.99,1
1,A44,Mesotrione,0.5x,4,0,0,0.99,1
1,A44,Fomesafen,1x,1,0,0,0.99,1
1,A44,Fomesafen,1x,2,0,0,0.99,1
1,A44,Fomesafen,1x,3,0,0,0.99,1
1,A44,Fomesafen,1x,4,0,0,0.99,1
1,A44,S-metolachlor,1x,1,0,0,0.99,1
1,A44,S-metolachlor,1x,2,0,0,0.99,1
1,A44,S-metolachlor,1x,3,0,0,0.99,1
1,A44,S-metolachlor,1x,4,0,0,0.99,1
1,A44,Mesotrione,1x,1,0,0,0.99,1
1,A44,Mesotrione,1x,2,0,0,0.99,1
1,A44,Mesotrione,1x,3,0,0,0.99,1
1,A44,Mesotrione,1x,4,0,0,0.99,1
1,A44,Fomesafen,3x,1,0,0,0.99,1
1,A44,Fomesafen,3x,2,0,0,0.99,1
1,A44,Fomesafen,3x,3,0,0,0.99,1
1,A44,Fomesafen,3x,4,0,0,0.99,1
1,A44,S-metolachlor,3x,1,0,0,0.99,1
1,A44,S-metolachlor,3x,2,0,0,0.99,1
1,A44,S-metolachlor,3x,3,0,0,0.99,1
1,A44,S-metolachlor,3x,4,0,0,0.99,1
1,A44,Mesotrione,3x,1,0,0,0.99,1
1,A44,Mesotrione,3x,2,0,0,0.99,1
1,A44,Mesotrione,3x,3,0,0,0.99,1
1,A44,Mesotrione,3x,4,0,0,0.99,1
1,A45,Fomesafen,0.5x,1,0,0,0.99,1
1,A45,Fomesafen,0.5x,2,0,0,0.99,1
1,A45,Fomesafen,0.5x,3,0,0,0.99,1
1,A45,Fomesafen,0.5x,4,0,0,0.99,1
1,A45,S-metolachlor,0.5x,1,0,0,0.99,1
1,A45,S-metolachlor,0.5x,2,0,0,0.99,1
1,A45,S-metolachlor,0.5x,3,0,0,0.99,1
1,A45,S-metolachlor,0.5x,4,0,0,0.99,1
1,A45,Mesotrione,0.5x,1,0,0,0.99,1
1,A45,Mesotrione,0.5x,2,0,0,0.99,1
1,A45,Mesotrione,0.5x,3,0,0,0.99,1
1,A45,Mesotrione,0.5x,4,0,0,0.99,1
1,A45,Fomesafen,1x,1,0,0,0.99,1
1,A45,Fomesafen,1x,2,0,0,0.99,1
1,A45,Fomesafen,1x,3,0,0,0.99,1
1,A45,Fomesafen,1x,4,0,0,0.99,1
1,A45,S-metolachlor,1x,1,0,0,0.99,1
1,A45,S-metolachlor,1x,2,0,0,0.99,1
1,A45,S-metolachlor,1x,3,0,0,0.99,1
1,A45,S-metolachlor,1x,4,0,0,0.99,1
1,A45,Mesotrione,1x,1,0,0,0.99,1
1,A45,Mesotrione,1x,2,0,0,0.99,1
1,A45,Mesotrione,1x,3,0,0,0.99,1
1,A45,Mesotrione,1x,4,0,0,0.99,1
1,A45,Fomesafen,3x,1,0,0,0.99,1
1,A45,Fomesafen,3x,2,0,0,0.99,1
1,A45,Fomesafen,3x,3,0,0,0.99,1
1,A45,Fomesafen,3x,4,0,0,0.99,1
1,A45,S-metolachlor,3x,1,0,0,0.99,1
1,A45,S-metolachlor,3x,2,0,0,0.99,1
1,A45,S-metolachlor,3x,3,0,0,0.99,1
1,A45,S-metolachlor,3x,4,0,0,0.99,1
1,A45,Mesotrione,3x,1,0,0,0.99,1
1,A45,Mesotrione,3x,2,0,0,0.99,1
1,A45,Mesotrione,3x,3,0,0,0.99,1
1,A45,Mesotrione,3x,4,0,0,0.99,1
1,A47,Fomesafen,0.5x,1,0,0,0.99,1
1,A47,Fomesafen,0.5x,2,0,0,0.99,1
1,A47,Fomesafen,0.5x,3,0,0,0.99,1
1,A47,Fomesafen,0.5x,4,0,0,0.99,1
1,A47,S-metolachlor,0.5x,1,0,0,0.99,1
1,A47,S-metolachlor,0.5x,2,0,0,0.99,1
1,A47,S-metolachlor,0.5x,3,0,0,0.99,1
1,A47,S-metolachlor,0.5x,4,0,0,0.99,1
1,A47,Mesotrione,0.5x,1,0,0,0.99,1
1,A47,Mesotrione,0.5x,2,0,0,0.99,1
1,A47,Mesotrione,0.5x,3,0,0,0.99,1
1,A47,Mesotrione,0.5x,4,0,0,0.99,1
1,A47,Fomesafen,1x,1,0,0,0.99,1
1,A47,Fomesafen,1x,2,0,0,0.99,1
1,A47,Fomesafen,1x,3,0,0,0.99,1
1,A47,Fomesafen,1x,4,0,0,0.99,1
1,A47,S-metolachlor,1x,1,0,0,0.99,1
1,A47,S-metolachlor,1x,2,0,0,0.99,1
1,A47,S-metolachlor,1x,3,0,0,0.99,1
1,A47,S-metolachlor,1x,4,0,0,0.99,1
1,A47,Mesotrione,1x,1,0,0,0.99,1
1,A47,Mesotrione,1x,2,0,0,0.99,1
1,A47,Mesotrione,1x,3,0,0,0.99,1
1,A47,Mesotrione,1x,4,0,0,0.99,1
1,A47,Fomesafen,3x,1,0,0,0.99,1
1,A47,Fomesafen,3x,2,0,0,0.99,1
1,A47,Fomesafen,3x,3,0,0,0.99,1
1,A47,Fomesafen,3x,4,0,0,0.99,1
1,A47,S-metolachlor,3x,1,0,0,0.99,1
1,A47,S-metolachlor,3x,2,0,0,0.99,1
1,A47,S-metolachlor,3x,3,0,0,0.99,1
1,A47,S-metolachlor,3x,4,0,0,0.99,1
1,A47,Mesotrione,3x,1,0,0,0.99,1
1,A47,Mesotrione,3x,2,0,0,0.99,1
1,A47,Mesotrione,3x,3,0,0,0.99,1
1,A47,Mesotrione,3x,4,0,0,0.99,1
1,A57,Fomesafen,0.5x,1,0,0,0.99,1
1,A57,Fomesafen,0.5x,2,0,0,0.99,1
1,A57,Fomesafen,0.5x,3,0,0,0.99,1
1,A57,Fomesafen,0.5x,4,0,0,0.99,1
1,A57,S-metolachlor,0.5x,1,0,0,0.99,1
1,A57,S-metolachlor,0.5x,2,0,0,0.99,1
1,A57,S-metolachlor,0.5x,3,0,0,0.99,1
1,A57,S-metolachlor,0.5x,4,0,0,0.99,1
1,A57,Mesotrione,0.5x,1,0,0,0.99,1
1,A57,Mesotrione,0.5x,2,0,0,0.99,1
1,A57,Mesotrione,0.5x,3,0,0,0.99,1
1,A57,Mesotrione,0.5x,4,0,0,0.99,1
1,A57,Fomesafen,1x,1,0,0,0.99,1
1,A57,Fomesafen,1x,2,0,0,0.99,1
1,A57,Fomesafen,1x,3,0,0,0.99,1
1,A57,Fomesafen,1x,4,0,0,0.99,1
1,A57,S-metolachlor,1x,1,0,0,0.99,1
1,A57,S-metolachlor,1x,2,0,0,0.99,1
1,A57,S-metolachlor,1x,3,0,0,0.99,1
1,A57,S-metolachlor,1x,4,0,0,0.99,1
1,A57,Mesotrione,1x,1,0,0,0.99,1
1,A57,Mesotrione,1x,2,0,0,0.99,1
1,A57,Mesotrione,1x,3,0,0,0.99,1
1,A57,Mesotrione,1x,4,0,0,0.99,1
1,A57,Fomesafen,3x,1,0,0,0.99,1
1,A57,Fomesafen,3x,2,0,0,0.99,1
1,A57,Fomesafen,3x,3,0,0,0.99,1
1,A57,Fomesafen,3x,4,0,0,0.99,1
1,A57,S-metolachlor,3x,1,0,0,0.99,1
1,A57,S-metolachlor,3x,2,0,0,0.99,1
1,A57,S-metolachlor,3x,3,0,0,0.99,1
1,A57,S-metolachlor,3x,4,0,0,0.99,1
1,A57,Mesotrione,3x,1,0,0,0.99,1
1,A57,Mesotrione,3x,2,0,0,0.99,1
1,A57,Mesotrione,3x,3,0,0,0.99,1
1,A57,Mesotrione,3x,4,0,0,0.99,1
1,A65,Fomesafen,0.5x,1,0,0,0.99,1
1,A65,Fomesafen,0.5x,2,5,0.0477,0.74,0.948626817
1,A65,Fomesafen,0.5x,3,0,0,0.99,1
1,A65,Fomesafen,0.5x,4,0,0,0.99,1
1,A65,S-metolachlor,0.5x,1,0,0,0.99,1
1,A65,S-metolachlor,0.5x,2,0,0,0.99,1
1,A65,S-metolachlor,0.5x,3,0,0,0.99,1
1,A65,S-metolachlor,0.5x,4,0,0,0.99,1
1,A65,Mesotrione,0.5x,1,0,0,0.99,1
1,A65,Mesotrione,0.5x,2,0,0,0.99,1
1,A65,Mesotrione,0.5x,3,0,0,0.99,1
1,A65,Mesotrione,0.5x,4,0,0,0.99,1
1,A65,Fomesafen,1x,1,0,0,0.99,1
1,A65,Fomesafen,1x,2,0,0,0.99,1
1,A65,Fomesafen,1x,3,0,0,0.99,1
1,A65,Fomesafen,1x,4,0,0,0.99,1
1,A65,S-metolachlor,1x,1,0,0,0.99,1
1,A65,S-metolachlor,1x,2,0,0,0.99,1
1,A65,S-metolachlor,1x,3,0,0,0.99,1
1,A65,S-metolachlor,1x,4,0,0,0.99,1
1,A65,Mesotrione,1x,1,0,0,0.99,1
1,A65,Mesotrione,1x,2,0,0,0.99,1
1,A65,Mesotrione,1x,3,0,0,0.99,1
1,A65,Mesotrione,1x,4,0,0,0.99,1
1,A65,Fomesafen,3x,1,0,0,0.99,1
1,A65,Fomesafen,3x,2,0,0,0.99,1
1,A65,Fomesafen,3x,3,0,0,0.99,1
1,A65,Fomesafen,3x,4,0,0,0.99,1
1,A65,S-metolachlor,3x,1,0,0,0.99,1
1,A65,S-metolachlor,3x,2,0,0,0.99,1
1,A65,S-metolachlor,3x,3,0,0,0.99,1
1,A65,S-metolachlor,3x,4,0,0,0.99,1
1,A65,Mesotrione,3x,1,0,0,0.99,1
1,A65,Mesotrione,3x,2,0,0,0.99,1
1,A65,Mesotrione,3x,3,0,0,0.99,1
1,A65,Mesotrione,3x,4,0,0,0.99,1
1,A66,Fomesafen,0.5x,1,0,0,0.99,1
1,A66,Fomesafen,0.5x,2,0,0,0.99,1
1,A66,Fomesafen,0.5x,3,0,0,0.99,1
1,A66,Fomesafen,0.5x,4,0,0,0.99,1
1,A66,S-metolachlor,0.5x,1,0,0,0.99,1
1,A66,S-metolachlor,0.5x,2,0,0,0.99,1
1,A66,S-metolachlor,0.5x,3,0,0,0.99,1
1,A66,S-metolachlor,0.5x,4,0,0,0.99,1
1,A66,Mesotrione,0.5x,1,0,0,0.99,1
1,A66,Mesotrione,0.5x,2,0,0,0.99,1
1,A66,Mesotrione,0.5x,3,0,0,0.99,1
1,A66,Mesotrione,0.5x,4,0,0,0.99,1
1,A66,Fomesafen,1x,1,0,0,0.99,1
1,A66,Fomesafen,1x,2,0,0,0.99,1
1,A66,Fomesafen,1x,3,0,0,0.99,1
1,A66,Fomesafen,1x,4,0,0,0.99,1
1,A66,S-metolachlor,1x,1,0,0,0.99,1
1,A66,S-metolachlor,1x,2,0,0,0.99,1
1,A66,S-metolachlor,1x,3,0,0,0.99,1
1,A66,S-metolachlor,1x,4,0,0,0.99,1
1,A66,Mesotrione,1x,1,0,0,0.99,1
1,A66,Mesotrione,1x,2,0,0,0.99,1
1,A66,Mesotrione,1x,3,0,0,0.99,1
1,A66,Mesotrione,1x,4,0,0,0.99,1
1,A66,Fomesafen,3x,1,0,0,0.99,1
1,A66,Fomesafen,3x,2,0,0,0.99,1
1,A66,Fomesafen,3x,3,0,0,0.99,1
1,A66,Fomesafen,3x,4,0,0,0.99,1
1,A66,S-metolachlor,3x,1,0,0,0.99,1
1,A66,S-metolachlor,3x,2,0,0,0.99,1
1,A66,S-metolachlor,3x,3,0,0,0.99,1
1,A66,S-metolachlor,3x,4,0,0,0.99,1
1,A66,Mesotrione,3x,1,0,0,0.99,1
1,A66,Mesotrione,3x,2,0,0,0.99,1
1,A66,Mesotrione,3x,3,0,0,0.99,1
1,A66,Mesotrione,3x,4,0,0,0.99,1
1,A67,Fomesafen,0.5x,1,0,0,0.99,1
1,A67,Fomesafen,0.5x,2,1,0.0047,0.95,0.993474715
1,A67,Fomesafen,0.5x,3,0,0,0.99,1
1,A67,Fomesafen,0.5x,4,1,0.0473,0.95,0.934330638
1,A67,S-metolachlor,0.5x,1,0,0,0.99,1
1,A67,S-metolachlor,0.5x,2,0,0,0.99,1
1,A67,S-metolachlor,0.5x,3,0,0,0.99,1
1,A67,S-metolachlor,0.5x,4,0,0,0.99,1
1,A67,Mesotrione,0.5x,1,0,0,0.99,1
1,A67,Mesotrione,0.5x,2,0,0,0.99,1
1,A67,Mesotrione,0.5x,3,0,0,0.99,1
1,A67,Mesotrione,0.5x,4,0,0,0.99,1
1,A67,Fomesafen,1x,1,0,0,0.99,1
1,A67,Fomesafen,1x,2,0,0,0.99,1
1,A67,Fomesafen,1x,3,0,0,0.99,1
1,A67,Fomesafen,1x,4,0,0,0.99,1
1,A67,S-metolachlor,1x,1,0,0,0.99,1
1,A67,S-metolachlor,1x,2,0,0,0.99,1
1,A67,S-metolachlor,1x,3,0,0,0.99,1
1,A67,S-metolachlor,1x,4,0,0,0.99,1
1,A67,Mesotrione,1x,1,0,0,0.99,1
1,A67,Mesotrione,1x,2,0,0,0.99,1
1,A67,Mesotrione,1x,3,0,0,0.99,1
1,A67,Mesotrione,1x,4,0,0,0.99,1
1,A67,Fomesafen,3x,1,0,0,0.99,1
1,A67,Fomesafen,3x,2,0,0,0.99,1
1,A67,Fomesafen,3x,3,0,0,0.99,1
1,A67,Fomesafen,3x,4,0,0,0.99,1
1,A67,S-metolachlor,3x,1,0,0,0.99,1
1,A67,S-metolachlor,3x,2,0,0,0.99,1
1,A67,S-metolachlor,3x,3,0,0,0.99,1
1,A67,S-metolachlor,3x,4,0,0,0.99,1
1,A67,Mesotrione,3x,1,0,0,0.99,1
1,A67,Mesotrione,3x,2,0,0,0.99,1
1,A67,Mesotrione,3x,3,0,0,0.99,1
1,A67,Mesotrione,3x,4,0,0,0.99,1
1,A75,Fomesafen,0.5x,1,0,0,0.99,1
1,A75,Fomesafen,0.5x,2,0,0,0.99,1
1,A75,Fomesafen,0.5x,3,0,0,0.99,1
1,A75,Fomesafen,0.5x,4,0,0,0.99,1
1,A75,S-metolachlor,0.5x,1,0,0,0.99,1
1,A75,S-metolachlor,0.5x,2,4,0.0345,0.11,0.92057554
1,A75,S-metolachlor,0.5x,3,1,0.0303,0.78,0.930244604
1,A75,S-metolachlor,0.5x,4,0,0,0.99,1
1,A75,Mesotrione,0.5x,1,0,0,0.99,1
1,A75,Mesotrione,0.5x,2,0,0,0.99,1
1,A75,Mesotrione,0.5x,3,0,0,0.99,1
1,A75,Mesotrione,0.5x,4,0,0,0.99,1
1,A75,Fomesafen,1x,1,0,0,0.99,1
1,A75,Fomesafen,1x,2,0,0,0.99,1
1,A75,Fomesafen,1x,3,0,0,0.99,1
1,A75,Fomesafen,1x,4,0,0,0.99,1
1,A75,S-metolachlor,1x,1,0,0,0.99,1
1,A75,S-metolachlor,1x,2,0,0,0.99,1
1,A75,S-metolachlor,1x,3,0,0,0.99,1
1,A75,S-metolachlor,1x,4,0,0,0.99,1
1,A75,Mesotrione,1x,1,0,0,0.99,1
1,A75,Mesotrione,1x,2,0,0,0.99,1
1,A75,Mesotrione,1x,3,0,0,0.99,1
1,A75,Mesotrione,1x,4,0,0,0.99,1
1,A75,Fomesafen,3x,1,0,0,0.99,1
1,A75,Fomesafen,3x,2,0,0,0.99,1
1,A75,Fomesafen,3x,3,0,0,0.99,1
1,A75,Fomesafen,3x,4,0,0,0.99,1
1,A75,S-metolachlor,3x,1,0,0,0.99,1
1,A75,S-metolachlor,3x,2,0,0,0.99,1
1,A75,S-metolachlor,3x,3,0,0,0.99,1
1,A75,S-metolachlor,3x,4,0,0,0.99,1
1,A75,Mesotrione,3x,1,0,0,0.99,1
1,A75,Mesotrione,3x,2,0,0,0.99,1
1,A75,Mesotrione,3x,3,0,0,0.99,1
1,A75,Mesotrione,3x,4,0,0,0.99,1
1,A76,Fomesafen,0.5x,1,0,0,0.99,1
1,A76,Fomesafen,0.5x,2,0,0,0.99,1
1,A76,Fomesafen,0.5x,3,0,0,0.99,1
1,A76,Fomesafen,0.5x,4,0,0,0.99,1
1,A76,S-metolachlor,0.5x,1,0,0,0.99,1
1,A76,S-metolachlor,0.5x,2,0,0,0.99,1
1,A76,S-metolachlor,0.5x,3,0,0,0.99,1
1,A76,S-metolachlor,0.5x,4,0,0,0.99,1
1,A76,Mesotrione,0.5x,1,0,0,0.99,1
1,A76,Mesotrione,0.5x,2,0,0,0.99,1
1,A76,Mesotrione,0.5x,3,0,0,0.99,1
1,A76,Mesotrione,0.5x,4,0,0,0.99,1
1,A76,Fomesafen,1x,1,0,0,0.99,1
1,A76,Fomesafen,1x,2,0,0,0.99,1
1,A76,Fomesafen,1x,3,0,0,0.99,1
1,A76,Fomesafen,1x,4,0,0,0.99,1
1,A76,S-metolachlor,1x,1,0,0,0.99,1
1,A76,S-metolachlor,1x,2,0,0,0.99,1
1,A76,S-metolachlor,1x,3,0,0,0.99,1
1,A76,S-metolachlor,1x,4,0,0,0.99,1
1,A76,Mesotrione,1x,1,0,0,0.99,1
1,A76,Mesotrione,1x,2,0,0,0.99,1
1,A76,Mesotrione,1x,3,0,0,0.99,1
1,A76,Mesotrione,1x,4,0,0,0.99,1
1,A76,Fomesafen,3x,1,0,0,0.99,1
1,A76,Fomesafen,3x,2,0,0,0.99,1
1,A76,Fomesafen,3x,3,0,0,0.99,1
1,A76,Fomesafen,3x,4,0,0,0.99,1
1,A76,S-metolachlor,3x,1,0,0,0.99,1
1,A76,S-metolachlor,3x,2,0,0,0.99,1
1,A76,S-metolachlor,3x,3,0,0,0.99,1
1,A76,S-metolachlor,3x,4,0,0,0.99,1
1,A76,Mesotrione,3x,1,0,0,0.99,1
1,A76,Mesotrione,3x,2,0,0,0.99,1
1,A76,Mesotrione,3x,3,0,0,0.99,1
1,A76,Mesotrione,3x,4,0,0,0.99,1
1,A82,Fomesafen,0.5x,1,0,0,0.99,1
1,A82,Fomesafen,0.5x,2,0,0,0.99,1
1,A82,Fomesafen,0.5x,3,0,0,0.99,1
1,A82,Fomesafen,0.5x,4,0,0,0.99,1
1,A82,S-metolachlor,0.5x,1,0,0,0.99,1
1,A82,S-metolachlor,0.5x,2,0,0,0.99,1
1,A82,S-metolachlor,0.5x,3,0,0,0.99,1
1,A82,S-metolachlor,0.5x,4,0,0,0.99,1
1,A82,Mesotrione,0.5x,1,0,0,0.99,1
1,A82,Mesotrione,0.5x,2,0,0,0.99,1
1,A82,Mesotrione,0.5x,3,0,0,0.99,1
1,A82,Mesotrione,0.5x,4,0,0,0.99,1
1,A82,Fomesafen,1x,1,0,0,0.99,1
1,A82,Fomesafen,1x,2,0,0,0.99,1
1,A82,Fomesafen,1x,3,0,0,0.99,1
1,A82,Fomesafen,1x,4,0,0,0.99,1
1,A82,S-metolachlor,1x,1,0,0,0.99,1
1,A82,S-metolachlor,1x,2,0,0,0.99,1
1,A82,S-metolachlor,1x,3,0,0,0.99,1
1,A82,S-metolachlor,1x,4,0,0,0.99,1
1,A82,Mesotrione,1x,1,0,0,0.99,1
1,A82,Mesotrione,1x,2,0,0,0.99,1
1,A82,Mesotrione,1x,3,0,0,0.99,1
1,A82,Mesotrione,1x,4,0,0,0.99,1
1,A82,Fomesafen,3x,1,0,0,0.99,1
1,A82,Fomesafen,3x,2,0,0,0.99,1
1,A82,Fomesafen,3x,3,0,0,0.99,1
1,A82,Fomesafen,3x,4,0,0,0.99,1
1,A82,S-metolachlor,3x,1,0,0,0.99,1
1,A82,S-metolachlor,3x,2,0,0,0.99,1
1,A82,S-metolachlor,3x,3,0,0,0.99,1
1,A82,S-metolachlor,3x,4,0,0,0.99,1
1,A82,Mesotrione,3x,1,0,0,0.99,1
1,A82,Mesotrione,3x,2,0,0,0.99,1
1,A82,Mesotrione,3x,3,0,0,0.99,1
1,A82,Mesotrione,3x,4,0,0,0.99,1
1,A87,Fomesafen,0.5x,1,0,0,0.99,1
1,A87,Fomesafen,0.5x,2,0,0,0.99,1
1,A87,Fomesafen,0.5x,3,0,0,0.99,1
1,A87,Fomesafen,0.5x,4,0,0,0.99,1
1,A87,S-metolachlor,0.5x,1,0,0,0.99,1
1,A87,S-metolachlor,0.5x,2,0,0,0.99,1
1,A87,S-metolachlor,0.5x,3,1,0.0076,0.95,0.985442007
1,A87,S-metolachlor,0.5x,4,0,0,0.99,1
1,A87,Mesotrione,0.5x,1,0,0,0.99,1
1,A87,Mesotrione,0.5x,2,0,0,0.99,1
1,A87,Mesotrione,0.5x,3,0,0,0.99,1
1,A87,Mesotrione,0.5x,4,0,0,0.99,1
1,A87,Fomesafen,1x,1,0,0,0.99,1
1,A87,Fomesafen,1x,2,0,0,0.99,1
1,A87,Fomesafen,1x,3,3,0.0396,0.86,0.924145197
1,A87,Fomesafen,1x,4,0,0,0.99,1
1,A87,S-metolachlor,1x,1,0,0,0.99,1
1,A87,S-metolachlor,1x,2,0,0,0.99,1
1,A87,S-metolachlor,1x,3,0,0,0.99,1
1,A87,S-metolachlor,1x,4,0,0,0.99,1
1,A87,Mesotrione,1x,1,0,0,0.99,1
1,A87,Mesotrione,1x,2,0,0,0.99,1
1,A87,Mesotrione,1x,3,0,0,0.99,1
1,A87,Mesotrione,1x,4,0,0,0.99,1
1,A87,Fomesafen,3x,1,0,0,0.99,1
1,A87,Fomesafen,3x,2,0,0,0.99,1
1,A87,Fomesafen,3x,3,0,0,0.99,1
1,A87,Fomesafen,3x,4,0,0,0.99,1
1,A87,S-metolachlor,3x,1,0,0,0.99,1
1,A87,S-metolachlor,3x,2,0,0,0.99,1
1,A87,S-metolachlor,3x,3,0,0,0.99,1
1,A87,S-metolachlor,3x,4,0,0,0.99,1
1,A87,Mesotrione,3x,1,0,0,0.99,1
1,A87,Mesotrione,3x,2,0,0,0.99,1
1,A87,Mesotrione,3x,3,0,0,0.99,1
1,A87,Mesotrione,3x,4,0,0,0.99,1
1,A90,Fomesafen,0.5x,1,0,0,0.99,1
1,A90,Fomesafen,0.5x,2,0,0,0.99,1
1,A90,Fomesafen,0.5x,3,0,0,0.99,1
1,A90,Fomesafen,0.5x,4,0,0,0.99,1
1,A90,S-metolachlor,0.5x,1,0,0,0.99,1
1,A90,S-metolachlor,0.5x,2,0,0,0.99,1
1,A90,S-metolachlor,0.5x,3,0,0,0.99,1
1,A90,S-metolachlor,0.5x,4,0,0,0.99,1
1,A90,Mesotrione,0.5x,1,0,0,0.99,1
1,A90,Mesotrione,0.5x,2,0,0,0.99,1
1,A90,Mesotrione,0.5x,3,0,0,0.99,1
1,A90,Mesotrione,0.5x,4,0,0,0.99,1
1,A90,Fomesafen,1x,1,0,0,0.99,1
1,A90,Fomesafen,1x,2,0,0,0.99,1
1,A90,Fomesafen,1x,3,0,0,0.99,1
1,A90,Fomesafen,1x,4,0,0,0.99,1
1,A90,S-metolachlor,1x,1,0,0,0.99,1
1,A90,S-metolachlor,1x,2,0,0,0.99,1
1,A90,S-metolachlor,1x,3,0,0,0.99,1
1,A90,S-metolachlor,1x,4,0,0,0.99,1
1,A90,Mesotrione,1x,1,0,0,0.99,1
1,A90,Mesotrione,1x,2,0,0,0.99,1
1,A90,Mesotrione,1x,3,0,0,0.99,1
1,A90,Mesotrione,1x,4,0,0,0.99,1
1,A90,Fomesafen,3x,1,0,0,0.99,1
1,A90,Fomesafen,3x,2,0,0,0.99,1
1,A90,Fomesafen,3x,3,0,0,0.99,1
1,A90,Fomesafen,3x,4,0,0,0.99,1
1,A90,S-metolachlor,3x,1,0,0,0.99,1
1,A90,S-metolachlor,3x,2,0,0,0.99,1
1,A90,S-metolachlor,3x,3,0,0,0.99,1
1,A90,S-metolachlor,3x,4,0,0,0.99,1
1,A90,Mesotrione,3x,1,0,0,0.99,1
1,A90,Mesotrione,3x,2,0,0,0.99,1
1,A90,Mesotrione,3x,3,0,0,0.99,1
1,A90,Mesotrione,3x,4,0,0,0.99,1
1,A91,Fomesafen,0.5x,1,0,0,0.99,1
